id_municipio,SDG10_20_MINF_norm,SDG10_20_MINF_cor,SDG10_21_GRV_norm,SDG10_21_GRV_cor,SDG10_22_ADER_norm,SDG10_22_ADER_cor,SDG10_35_VLC_LGBT_norm,SDG10_35_VLC_LGBT_cor,SDG10_3_RZHOM_norm,SDG10_3_RZHOM_cor,SDG11_33_M_TRNS_norm,SDG11_33_M_TRNS_cor,SDG12_2_RSD_SLD_norm,SDG12_2_RSD_SLD_cor,SDG13_2_CO2_norm,SDG13_2_CO2_cor,SDG13_6_TRNS_SL_norm,SDG13_6_TRNS_SL_cor,SDG15_2_FLOR_norm,SDG15_2_FLOR_cor,SDG16_1_OB_HM_norm,SDG16_1_OB_HM_cor,SDG16_3_M_ARM_FG_norm,SDG16_3_M_ARM_FG_cor,SDG16_4_TX_HMC_norm,SDG16_4_TX_HMC_cor,SDG17_1_INVST_PB_norm,SDG17_1_INVST_PB_cor,SDG17_3_P_RC_TRB_norm,SDG17_3_P_RC_TRB_cor,SDG1_1_P_F_CU_norm,SDG1_1_P_F_CU_cor,SDG2_1_OBS_INF_norm,SDG2_1_OBS_INF_cor,SDG2_2_P_NV_BPN_norm,SDG2_2_P_NV_BPN_cor,SDG2_3_DSNT_INF_norm,SDG2_3_DSNT_INF_cor,SDG3_13_SCD_norm,SDG3_13_SCD_cor,SDG3_15_T_M_INF_norm,SDG3_15_T_M_INF_cor,SDG3_16_M_MAT_norm,SDG3_16_M_MAT_cor,SDG3_17_T_M_5A_norm,SDG3_17_T_M_5A_cor,SDG3_18_T_M_NT_norm,SDG3_18_T_M_NT_cor,SDG3_19_T_M_AIDS_norm,SDG3_19_T_M_AIDS_cor,SDG3_1_C_VCN_norm,SDG3_1_C_VCN_cor,SDG3_22_T_M_DC_norm,SDG3_22_T_M_DC_cor,SDG3_27_DSP_SAU_norm,SDG3_27_DSP_SAU_cor,SDG3_29_SF_norm,SDG3_29_SF_cor,SDG3_2_INC_DNG_norm,SDG3_2_INC_DNG_cor,SDG3_32_UBS_norm,SDG3_32_UBS_cor,SDG3_3_HPT_norm,SDG3_3_HPT_cor,SDG3_3_P_NV_7PN_norm,SDG3_3_P_NV_7PN_cor,SDG3_6_ID_MD_M_norm,SDG3_6_ID_MD_M_cor,SDG3_8_GRV_norm,SDG3_8_GRV_cor,SDG3_9_INC_TRB_norm,SDG3_9_INC_TRB_cor,SDG4_13_P_E_ACS_norm,SDG4_13_P_E_ACS_cor,SDG4_14B_P_E_AEE_norm,SDG4_14B_P_E_AEE_cor,SDG4_18_D_SUP_EI_norm,SDG4_18_D_SUP_EI_cor,SDG4_19_D_SUP_EF_norm,SDG4_19_D_SUP_EF_cor,SDG4_1_P_EF_INT_norm,SDG4_1_P_EF_INT_cor,SDG4_26_R_M_D_PE_norm,SDG4_26_R_M_D_PE_cor,SDG4_27_R_M_D_EF_norm,SDG4_27_R_M_D_EF_cor,SDG4_3_TDI_EF_RP_norm,SDG4_3_TDI_EF_RP_cor,SDG4_4_PCT_CRECHE_norm,SDG4_4_PCT_CRECHE_cor,SDG4_7_FR_E_4A17_AJ_norm,SDG4_7_FR_E_4A17_AJ_cor,SDG5_6_RND_GEN_norm,SDG5_6_RND_GEN_cor,SDG5_8_TX_FMNC_norm,SDG5_8_TX_FMNC_cor,SDG6_1_IN_DRSAI_norm,SDG6_1_IN_DRSAI_cor,SDG6_4_PRD_AG_norm,SDG6_4_PRD_AG_cor,SDG6_6_SERV_AG_norm,SDG6_6_SERV_AG_cor,SDG8_9_T_OCUP_FORM_norm,SDG8_9_T_OCUP_FORM_cor,SDG9_1_INFRA_norm,SDG9_1_INFRA_cor,SDG9_2_EMP_INT_norm,SDG9_2_EMP_INT_cor
4204459,0.3992,red,0.4201,orange,0.3415,yellow,0.0,red,0.5802,red,0.0496,red,0.3544,green,0.0667,orange,0.1391,yellow,0.0196,orange,0.165,orange,0.1729,orange,0.1135,yellow,0.3221,yellow,0.0128,red,0.5948,orange,0.4179,red,0.2545,green,0.2003,yellow,0.0895,green,0.3412,yellow,1.0,red,0.1825,green,0.1364,green,0.0,green,0.481,yellow,0.1095,green,0.5232,green,0.7981,red,0.0156,yellow,0.2489,yellow,0.1626,orange,0.2119,yellow,0.7128,green,0.5511,red,0.1612,orange,0.6432,green,0.783,green,0.9178,green,0.8445,yellow,0.9482,green,0.0974,orange,0.1208,green,0.0309,green,0.5285,yellow,0.9289,yellow,0.694,green,0.238,orange,0.0628,green,0.4638,yellow,0.3289,red,0.0609,red,0.1597,orange,0.1882,yellow
4204509,0.2087,orange,0.3464,yellow,0.4144,orange,0.0,red,0.3501,yellow,0.1202,orange,0.1011,red,0.015,green,0.3163,red,0.0529,green,0.0741,yellow,0.0458,green,0.105,yellow,0.1828,orange,0.2046,yellow,0.6976,yellow,0.0812,green,0.4321,orange,0.0872,green,0.3582,orange,0.1141,green,0.0,orange,0.1667,green,0.0585,green,0.2824,orange,0.5793,green,0.4969,red,0.1447,red,0.7181,red,0.0564,orange,0.1973,yellow,0.0939,yellow,0.2212,yellow,0.5714,yellow,0.2173,green,0.0527,yellow,0.2954,orange,0.2024,yellow,0.8365,yellow,0.8133,yellow,0.931,yellow,0.1481,yellow,0.4849,green,0.1635,green,0.3731,orange,0.668,orange,0.4284,orange,0.3804,red,0.0063,red,0.6781,red,0.8978,green,0.4955,yellow,0.4363,green,0.2323,yellow
4204558,0.202,orange,0.4795,red,0.3565,yellow,0.0,red,0.3177,green,0.2113,green,0.1081,red,0.0717,orange,0.3807,red,0.0424,yellow,0.2528,red,0.2777,red,0.2798,red,0.1301,red,0.255,green,0.7905,green,0.1747,orange,0.5032,orange,0.3271,orange,0.2716,yellow,0.5093,red,0.2028,red,0.4877,orange,0.2957,red,0.4243,red,0.2975,red,0.8602,red,0.2288,orange,1.0,green,0.0032,green,0.07,red,0.183,orange,0.3526,orange,0.3677,red,0.6609,red,0.0791,yellow,0.1131,red,0.1682,orange,0.7279,orange,0.7086,orange,0.4014,red,0.0446,red,0.0184,red,0.6474,red,0.5307,yellow,0.96,green,0.1457,red,0.4744,red,0.0231,orange,0.5736,orange,0.91,green,0.3652,yellow,0.1087,red,0.4022,green
4204608,0.2342,orange,0.3674,orange,0.2916,green,0.0258,red,0.4934,red,0.1067,orange,0.1622,orange,0.0107,green,0.1785,yellow,0.0003,red,0.1997,orange,0.2205,red,0.2319,orange,0.1194,red,0.3967,green,0.7754,green,0.119,yellow,0.4467,orange,0.2818,orange,0.2245,yellow,0.2713,yellow,0.0631,orange,0.3288,yellow,0.1621,yellow,0.5131,red,0.1851,red,0.306,yellow,0.3253,yellow,0.5038,red,0.0029,green,0.105,red,0.2837,red,0.3407,orange,0.401,red,0.2867,yellow,0.3198,red,0.4144,yellow,0.1447,orange,0.9483,green,0.9609,green,0.9765,green,0.1235,orange,0.027,orange,0.4218,orange,0.5738,green,0.2951,red,0.3734,orange,0.1672,yellow,0.0063,red,0.5459,yellow,0.8839,green,0.5672,green,0.0315,red,0.5236,green
4204707,0.1813,yellow,0.5427,red,0.6146,red,0.0,red,0.2608,green,0.2039,green,0.258,yellow,0.0549,orange,0.2177,orange,0.0129,orange,0.0,green,0.0326,green,0.0852,green,0.1088,red,0.1928,yellow,0.4681,red,0.3207,red,0.359,green,0.342,orange,0.5117,red,0.2386,green,0.0,orange,0.3094,yellow,0.0904,green,0.1144,yellow,0.4545,yellow,0.6543,red,0.2069,orange,1.0,green,0.2909,red,0.0886,red,0.1796,orange,0.0106,green,0.7056,green,0.2151,green,0.0339,green,0.4954,yellow,0.2407,yellow,0.6812,orange,0.7021,orange,0.9012,orange,0.0858,orange,0.0495,yellow,0.5099,orange,0.5966,green,0.8302,orange,0.2296,red,0.5246,red,0.1547,green,0.7821,red,0.6401,orange,0.4113,yellow,0.0664,red,0.363,green
4204756,0.1187,green,0.4409,red,0.2612,green,0.0,red,0.2898,green,0.0174,red,0.3224,green,0.1312,red,0.3908,red,0.0234,orange,0.2388,red,0.1835,orange,0.2411,orange,0.7999,green,0.0238,red,0.3569,red,0.0085,green,0.5217,red,0.067,green,0.3457,orange,0.8527,red,0.0,orange,0.8924,red,1.0,red,0.0,green,0.6251,green,0.4996,red,0.6126,green,1.0,green,0.4443,red,0.3197,green,0.169,orange,0.0074,green,0.709,green,0.1098,green,0.0384,green,0.6958,green,0.1877,orange,0.7634,orange,0.726,orange,0.9482,green,0.0745,red,0.0496,yellow,0.3482,yellow,0.5476,green,0.9831,green,0.5176,yellow,0.0,green,0.2768,green,0.6425,orange,0.333,red,0.215,orange,0.2249,yellow,0.078,orange
4204806,0.1587,green,0.3817,orange,0.3034,green,0.0051,red,0.3417,green,0.2336,green,0.2924,green,0.028,yellow,0.1567,yellow,0.0168,orange,0.2691,red,0.1352,orange,0.2953,red,0.1075,red,0.2524,green,0.6297,orange,0.1997,orange,0.5432,red,0.4464,red,0.2675,yellow,0.3354,yellow,0.2114,red,0.3896,orange,0.1579,yellow,0.254,orange,0.2784,red,0.7529,red,0.0539,red,0.4504,red,0.0046,green,0.1429,orange,0.0584,green,0.4302,orange,0.431,orange,0.5414,red,0.1251,orange,0.4327,yellow,0.1732,orange,0.4854,red,0.7313,orange,0.9242,yellow,0.2162,yellow,0.0577,yellow,0.2741,yellow,0.506,yellow,0.7356,orange,0.4403,yellow,0.2393,orange,0.0418,yellow,0.6644,orange,0.9486,green,0.4079,yellow,0.1101,red,0.359,green
4204905,0.13,green,0.4012,orange,0.4375,orange,0.0,red,0.333,green,0.1308,yellow,0.2075,yellow,0.0924,red,0.258,orange,0.022,orange,0.0355,green,0.0436,green,0.0286,green,0.0767,red,0.1433,yellow,0.6018,orange,0.1286,yellow,0.4852,orange,0.1933,yellow,0.2766,orange,0.5167,red,0.0,orange,0.6249,red,0.2811,red,0.0,green,0.4208,yellow,0.2817,yellow,0.2076,orange,1.0,green,0.1383,orange,0.1921,orange,0.5431,red,0.2804,yellow,0.7001,green,0.1533,green,0.0889,yellow,0.4129,yellow,0.2125,yellow,0.7821,orange,0.8295,yellow,0.9556,green,0.0893,orange,0.0206,red,0.3944,orange,0.3708,orange,0.7261,orange,0.5254,yellow,0.3147,red,0.2079,green,0.6819,red,0.5263,orange,0.1574,red,0.1213,orange,0.1933,yellow
4205001,0.1684,yellow,0.3608,orange,0.1809,green,0.0,red,0.4051,yellow,0.2181,green,0.2163,yellow,0.0329,yellow,0.0966,green,0.0125,orange,0.2193,red,0.1626,orange,0.2599,orange,0.1529,orange,0.1532,yellow,0.6781,yellow,0.1405,yellow,0.4873,orange,0.2982,orange,0.3286,orange,0.316,yellow,0.1959,red,0.3483,yellow,0.195,orange,0.1236,yellow,0.2016,red,0.5939,red,0.385,yellow,1.0,green,0.0894,orange,0.2262,yellow,0.2453,red,0.3178,orange,0.5017,orange,0.47,red,0.0484,green,0.32,orange,0.1738,orange,0.5882,red,0.7548,orange,0.9065,orange,0.1107,orange,0.0263,orange,0.517,orange,0.2542,red,0.6202,red,0.4327,yellow,0.2659,orange,0.0546,yellow,0.4194,green,0.6375,orange,0.1961,red,0.1225,orange,0.273,yellow
4205100,0.1274,green,0.2154,green,0.5699,red,0.0,red,0.3148,green,0.0363,red,0.0943,red,0.0455,yellow,0.2358,orange,0.0471,yellow,0.1173,yellow,0.1707,orange,0.2246,orange,0.1851,orange,0.1141,orange,0.62,orange,0.1255,yellow,0.5496,red,0.1576,yellow,0.3854,red,0.4918,red,0.0,orange,0.6423,red,0.3919,red,0.0,green,0.526,green,0.3453,yellow,0.3317,yellow,1.0,green,0.0101,yellow,0.4394,green,0.0659,yellow,0.4286,orange,0.4793,orange,0.4023,orange,0.1082,orange,0.188,red,0.2812,green,0.7124,orange,0.6616,red,0.9112,orange,0.0652,red,0.1143,green,0.1639,green,0.5718,green,0.7501,orange,0.4835,yellow,0.2885,orange,0.0056,red,0.3849,green,0.5684,orange,0.4756,yellow,0.1576,orange,0.1218,orange
4205159,0.1294,green,0.4468,red,0.9379,red,0.0,red,0.4654,orange,0.1292,yellow,0.0404,red,0.0318,yellow,0.1573,yellow,0.1837,green,0.0,green,0.0,green,0.0,green,0.2961,yellow,0.1004,orange,0.6723,yellow,0.0279,green,0.5941,red,0.2654,orange,0.405,red,0.545,red,0.0,orange,0.5579,red,0.2609,red,0.0,green,0.2249,red,0.2091,green,0.2403,orange,0.8748,orange,0.0167,yellow,0.3536,green,0.0325,green,0.2478,yellow,0.6664,green,0.4388,red,0.2433,red,0.271,orange,0.3287,green,0.8453,yellow,0.4787,red,0.9223,yellow,0.1982,yellow,0.1118,green,0.1133,green,0.3238,red,0.3544,red,0.3672,orange,0.1435,green,0.0164,orange,0.6353,orange,0.6401,orange,0.4235,yellow,0.4701,green,0.0203,red
4205175,0.2417,red,0.3439,yellow,0.2057,green,0.0,red,0.4174,orange,0.1587,yellow,0.3873,green,0.0403,yellow,0.1294,green,0.037,yellow,0.2526,red,0.2159,red,0.4366,red,0.4008,green,0.0,red,0.9412,green,0.0,green,0.571,red,0.2235,yellow,0.2944,orange,0.3926,orange,0.0,orange,0.4132,orange,0.2044,orange,0.2,orange,0.6966,green,0.2548,yellow,0.4036,yellow,1.0,green,0.4006,red,0.5498,green,0.2266,orange,0.2312,yellow,0.2902,red,0.6879,red,0.0883,yellow,0.2658,orange,0.2108,yellow,0.6719,red,0.4034,red,0.8713,red,0.1,orange,0.0114,red,0.6598,red,0.2439,red,0.9532,yellow,0.4253,orange,0.6567,red,0.0113,red,0.7878,red,0.1711,red,0.0709,red,0.1822,yellow,0.0869,orange
4205191,0.2348,red,0.2152,green,0.165,green,0.0,red,0.3456,green,0.2197,green,0.2289,yellow,0.1253,red,0.0875,green,0.0031,red,0.2049,orange,0.1728,orange,0.2266,orange,1.0,green,0.01,red,0.6698,yellow,0.537,red,0.0,green,0.9136,red,0.2954,orange,0.0,green,0.0,orange,0.0,green,0.0,green,0.3034,orange,0.2953,red,0.7177,red,0.7671,green,0.8117,red,0.0032,green,0.5296,green,0.1601,orange,0.6283,red,0.6164,yellow,0.1674,green,0.0363,green,0.4118,yellow,0.3695,green,0.8887,green,0.9041,green,0.9482,green,0.2237,yellow,0.0237,orange,0.0877,green,0.4584,yellow,0.9669,green,0.5258,yellow,0.1462,green,0.061,green,0.6251,orange,0.2794,red,0.5795,green,0.1846,yellow,0.0008,red
4205209,0.1074,green,0.3248,yellow,0.5196,red,0.0,red,0.2551,green,0.1668,yellow,0.196,yellow,0.1011,red,0.1371,yellow,0.0343,yellow,0.1848,orange,0.227,red,0.2553,orange,0.3964,green,0.0707,orange,0.4048,red,0.2937,red,0.5661,red,0.3346,orange,0.207,yellow,0.8039,red,0.0,orange,0.7559,red,0.338,red,0.0,green,0.4631,yellow,0.5704,red,0.314,yellow,1.0,green,0.0044,green,0.1445,orange,0.1612,orange,0.2443,yellow,0.6437,green,0.3813,orange,0.0955,orange,0.1032,red,0.033,red,0.7004,orange,0.7489,orange,0.9482,green,0.4928,green,0.1413,green,0.5478,orange,0.33,orange,0.9427,yellow,0.5577,green,0.1875,yellow,0.038,yellow,0.6333,orange,0.84,yellow,0.2882,orange,0.3484,green,0.0704,red
4205308,0.2167,orange,0.4262,red,0.4535,orange,0.0,red,0.2527,green,0.2399,green,0.3287,green,0.0523,yellow,0.1073,green,0.0217,orange,0.1949,orange,0.1977,orange,0.2584,orange,0.3293,green,0.1095,orange,0.6685,yellow,0.1802,orange,0.6249,red,0.1855,yellow,0.1702,green,0.3134,yellow,0.131,red,0.3028,yellow,0.1121,green,0.229,orange,0.4273,yellow,0.2912,yellow,0.2845,yellow,1.0,green,0.0291,orange,0.3758,green,0.0916,yellow,0.2834,yellow,0.4246,orange,0.4583,red,0.0672,yellow,0.5111,yellow,0.3311,green,0.7609,orange,0.7415,orange,0.9806,green,0.0915,orange,0.0271,orange,0.3693,yellow,0.1606,red,0.908,yellow,0.3556,orange,0.2982,orange,0.134,green,0.668,orange,0.8837,green,0.6254,green,0.1184,orange,0.3577,green
4205357,0.0901,green,0.4461,red,0.437,orange,0.0,red,0.4176,orange,0.294,green,0.3892,green,0.0673,orange,0.2793,orange,0.0301,yellow,0.169,orange,0.2267,red,0.1487,yellow,0.8956,green,0.0616,red,0.2548,red,0.0929,green,0.5041,orange,0.2238,yellow,0.5757,red,0.783,red,0.0,orange,0.8194,red,0.4247,red,0.0,green,0.4965,yellow,0.3831,orange,0.9012,green,1.0,green,0.4486,red,0.3892,green,1.0,red,0.0951,green,0.4222,orange,0.3078,yellow,0.1814,red,0.4022,yellow,0.7375,green,0.8928,green,0.7345,orange,1.0,green,0.1405,yellow,0.1252,green,0.2499,yellow,0.414,orange,0.9811,green,0.7048,green,0.3769,red,0.0387,yellow,0.2897,green,0.3493,red,0.2967,orange,0.342,green,0.4785,green
4205407,0.2443,red,0.3804,orange,0.4221,orange,0.0531,red,0.5087,red,0.0651,red,0.3345,green,0.0027,green,0.0352,green,0.0007,red,0.2903,red,0.2999,red,0.3027,red,0.1825,orange,0.9474,green,0.6428,yellow,0.0253,green,0.4013,yellow,0.1002,green,0.1619,green,0.2374,green,0.0573,orange,0.2588,green,0.1315,green,0.5076,red,0.0,red,0.1704,green,0.1353,red,0.7467,red,0.3709,red,0.0076,red,0.1902,orange,0.3776,orange,0.5573,yellow,0.1686,green,0.4847,red,0.5183,yellow,0.1377,orange,0.8709,yellow,0.8727,green,0.9181,orange,0.1452,yellow,0.0488,yellow,0.5439,orange,0.5119,yellow,0.0,red,0.2829,red,0.1975,yellow,0.0077,red,0.6535,orange,0.8781,green,1.0,green,0.1362,orange,0.5453,green
4205431,0.0858,green,0.2525,green,0.5224,red,0.0,red,0.4237,orange,0.0403,red,0.1964,yellow,0.0879,orange,0.1713,yellow,0.0289,yellow,0.0,green,0.0,green,0.0,green,0.4852,green,0.0613,red,0.779,green,0.1099,yellow,0.4843,orange,0.1856,yellow,0.2687,yellow,0.5647,red,0.0,orange,0.5909,red,0.4415,red,0.0,green,0.574,green,0.5808,red,0.4761,green,1.0,green,0.437,red,0.2241,yellow,0.4682,red,0.1243,green,0.6691,green,0.2924,yellow,0.0572,yellow,1.0,green,0.5559,green,0.9266,green,0.8715,green,0.9482,green,0.1306,orange,0.1943,green,0.3226,yellow,0.5908,green,0.9787,green,0.6996,green,0.466,red,0.1018,green,0.6771,orange,0.4552,orange,0.1011,red,0.2088,yellow,0.1689,yellow
4205456,0.2492,red,0.3421,yellow,0.2973,green,0.0,red,0.3551,yellow,0.0331,red,0.1383,orange,0.0225,green,0.0735,green,0.0006,red,0.1689,orange,0.2814,red,0.2716,red,0.3538,green,0.189,yellow,0.7913,green,0.2767,red,0.3818,yellow,0.3515,red,0.2573,yellow,0.2597,green,0.0493,orange,0.2596,green,0.1349,green,0.2876,orange,0.3289,orange,0.2405,green,0.1434,red,1.0,green,0.003,green,0.1898,orange,0.0761,yellow,0.474,red,0.296,red,0.3226,yellow,0.1539,orange,0.6219,green,0.0905,red,0.981,green,0.9756,green,0.9186,orange,0.1427,yellow,0.0286,orange,0.4315,orange,0.5926,green,0.5427,red,0.3687,orange,0.206,yellow,0.0134,orange,0.5167,yellow,0.9634,green,0.5061,green,0.228,yellow,0.1288,orange
4205506,0.2545,red,0.2866,green,0.2893,green,0.0,red,0.4318,orange,0.1081,orange,0.1566,orange,0.0216,green,0.2349,orange,0.0092,red,0.1736,orange,0.1699,orange,0.218,orange,0.0748,red,0.2511,green,0.6278,orange,0.0426,green,0.5927,red,0.2988,orange,0.2023,yellow,0.333,yellow,0.0,orange,0.3404,yellow,0.1814,yellow,0.268,orange,0.4399,yellow,0.273,yellow,0.1346,red,0.7309,red,0.0044,green,0.0632,red,0.0591,green,0.0084,green,0.3188,red,0.5476,red,0.0974,orange,0.4646,yellow,0.2203,yellow,0.9413,green,0.873,green,0.9482,green,0.0596,red,0.0327,orange,0.3358,yellow,0.3928,orange,0.607,red,0.2767,red,0.231,yellow,0.0239,orange,0.7876,red,0.7338,yellow,0.4324,yellow,0.2711,green,0.3069,green
4205555,0.1663,yellow,0.4237,red,0.2027,green,0.0,red,0.4428,orange,0.1774,yellow,0.1819,orange,0.0841,orange,0.2174,orange,0.0404,yellow,0.0,green,0.0,green,0.0,green,0.3048,yellow,0.0247,red,0.7155,yellow,0.058,green,0.4329,orange,0.1982,yellow,0.1874,green,0.1535,green,0.0,orange,0.1606,green,0.0,green,0.0,green,0.4539,yellow,0.3626,yellow,0.5828,green,0.6234,red,0.0033,green,0.2799,green,0.0328,green,0.492,red,0.5905,yellow,0.4766,red,0.0348,green,0.3752,yellow,0.2533,yellow,0.8237,yellow,0.878,green,0.9094,orange,0.0984,orange,0.0099,red,0.0436,green,0.4891,yellow,0.9694,green,0.6274,green,0.565,red,0.0343,yellow,0.0172,green,0.2394,red,0.1547,red,0.1274,orange,0.0354,red
4205605,0.2749,red,0.4738,red,0.9021,red,0.0,red,0.5819,red,0.058,red,0.1788,orange,0.0598,orange,0.0612,green,0.0192,orange,0.7694,red,0.4511,red,0.8215,red,0.3577,green,0.0393,red,0.7178,yellow,0.3503,red,0.4596,orange,0.7376,red,0.4755,red,0.3585,orange,0.6471,red,0.3994,orange,0.2151,orange,0.0,green,0.4685,yellow,0.2971,yellow,0.6003,green,0.8117,red,0.1698,orange,0.1808,orange,0.4708,red,0.3048,orange,0.3505,red,0.4459,red,0.1923,red,0.7396,green,0.2672,yellow,0.7297,orange,0.7695,orange,0.9482,green,0.1757,yellow,0.1291,green,0.0,green,0.2838,red,0.9559,yellow,0.7768,green,0.3625,red,0.0623,green,0.7571,red,0.7625,yellow,0.1634,red,0.1208,orange,0.1089,orange
4205704,0.2604,red,0.2766,green,0.3201,yellow,0.0093,red,0.4928,red,0.0718,red,0.5473,green,0.0037,green,0.0314,green,0.0045,red,0.1359,orange,0.0911,yellow,0.1595,yellow,0.2194,yellow,0.5898,green,0.7959,green,0.1316,yellow,0.3616,yellow,0.1108,green,0.2165,yellow,0.2425,green,0.0,orange,0.2589,green,0.1238,green,0.348,red,0.2558,red,0.2084,green,0.2469,orange,1.0,green,0.0158,yellow,0.154,orange,0.3337,red,0.4569,red,0.5685,yellow,0.1627,green,0.1756,red,0.5964,green,0.0643,red,0.7275,orange,0.853,yellow,0.9385,yellow,0.1159,orange,0.034,orange,0.4852,orange,0.3716,orange,0.9767,green,0.415,orange,0.2195,yellow,0.0047,red,0.4808,yellow,0.9295,green,0.3703,yellow,0.3519,green,0.258,yellow
4205803,0.2171,orange,0.2567,green,0.2028,green,0.1322,red,0.4921,red,0.2511,green,0.1689,orange,0.0274,yellow,0.0957,green,0.056,green,0.2917,red,0.3878,red,0.3839,red,0.0971,red,0.2687,green,0.7207,yellow,0.435,red,0.396,yellow,0.3401,orange,0.1533,green,0.2631,green,0.0786,orange,0.33,yellow,0.1831,yellow,0.2797,orange,0.3018,orange,0.1414,green,0.2712,yellow,0.9975,yellow,0.8472,red,0.1556,orange,0.0697,yellow,0.318,orange,0.2592,red,0.454,red,0.2437,red,0.2537,red,0.0758,red,0.6907,orange,0.5939,red,0.7643,red,0.3638,green,0.0542,yellow,0.5024,orange,0.2835,red,0.7277,orange,0.5363,green,0.118,green,0.018,orange,0.4846,yellow,0.8003,yellow,0.4276,yellow,0.1243,orange,0.2387,yellow
4205902,0.1755,yellow,0.3248,yellow,0.3418,yellow,0.0338,red,0.4229,orange,0.1302,yellow,0.2002,yellow,0.0089,green,0.1817,yellow,0.0079,red,0.1258,yellow,0.1141,yellow,0.1531,yellow,0.1872,orange,0.345,green,0.5671,orange,0.0644,green,0.3689,yellow,0.1516,green,0.1951,green,0.3573,orange,0.1215,red,0.4204,orange,0.218,orange,0.2961,orange,0.4893,yellow,0.1239,green,0.1969,orange,0.8431,red,0.1381,orange,0.1384,orange,0.1259,orange,0.3457,orange,0.3184,red,0.2844,yellow,0.2653,red,0.641,green,0.1842,orange,0.7225,orange,0.8209,yellow,0.9283,yellow,0.1848,yellow,0.034,orange,0.3239,yellow,0.5239,yellow,0.4477,red,0.41,orange,0.247,orange,0.0123,orange,0.4949,yellow,0.9136,green,0.606,green,0.3395,green,0.2497,yellow
4206009,0.1566,green,0.3397,yellow,0.5594,red,0.0,red,0.5185,red,0.1039,orange,0.4458,green,0.007,green,0.035,green,0.0076,red,0.0495,green,0.0508,yellow,0.0497,green,0.3104,yellow,0.7817,green,0.8779,green,0.1848,orange,0.4048,yellow,0.3437,orange,0.0999,green,0.3953,orange,0.0,orange,0.3602,yellow,0.1847,yellow,0.4697,red,0.2211,red,0.4682,orange,0.3206,yellow,0.9015,orange,0.0935,orange,0.2691,green,0.1182,orange,0.4704,red,0.5691,yellow,0.2849,yellow,0.1995,red,0.4446,yellow,0.213,yellow,0.4775,red,0.5475,red,0.9205,orange,0.1206,orange,0.0592,yellow,0.6598,red,0.6289,green,0.9595,yellow,0.4673,yellow,0.1875,yellow,0.0096,red,0.5793,orange,0.8815,green,0.3072,orange,0.7623,green,0.0839,orange
4206108,0.1848,yellow,0.4366,red,0.4429,orange,0.0,red,0.286,green,0.1625,yellow,0.1896,yellow,0.092,red,0.1712,yellow,0.0688,green,0.1767,orange,0.1679,orange,0.2187,orange,0.2853,yellow,0.0928,orange,0.542,orange,0.3024,red,0.3673,yellow,0.4071,red,0.4867,red,0.3122,yellow,0.4783,red,0.3817,orange,0.2942,red,0.1922,orange,0.6718,green,0.2368,green,0.2108,orange,1.0,green,0.008,yellow,0.4454,green,0.0409,green,0.4805,red,0.5744,yellow,0.2248,green,0.1617,orange,0.1377,red,0.1769,orange,0.7155,orange,0.778,orange,0.9112,orange,0.2798,green,0.0794,yellow,0.2649,yellow,0.5876,green,0.8701,yellow,0.4494,yellow,0.3728,red,0.0446,yellow,0.0724,green,0.4549,orange,0.4524,yellow,0.163,orange,0.1693,yellow
4206207,0.1824,yellow,0.3532,orange,0.3248,yellow,0.0,red,0.4728,orange,0.1456,yellow,0.275,green,0.0269,yellow,0.0595,green,0.0097,red,0.0747,yellow,0.0861,yellow,0.0769,green,0.0365,red,0.1977,yellow,0.7376,yellow,0.5111,red,0.4494,orange,0.1721,yellow,0.2714,yellow,0.4678,red,0.1642,red,0.5783,red,0.3237,red,0.3761,red,0.2828,red,0.5328,red,0.1186,red,0.9693,orange,0.0077,yellow,0.2485,yellow,0.087,yellow,0.5225,red,0.5425,yellow,0.2915,yellow,0.1245,orange,0.0843,red,0.0838,red,0.5557,red,0.6519,red,0.9522,green,0.0546,red,0.0198,red,0.387,orange,0.5194,yellow,0.7822,orange,0.3849,orange,0.307,red,0.0373,yellow,0.5964,orange,0.8056,yellow,0.3665,yellow,0.2127,yellow,0.0826,orange
4206306,0.1301,green,0.3788,orange,0.508,red,0.0,red,0.4748,orange,0.0398,red,0.1455,orange,0.0045,green,0.286,orange,0.0141,orange,0.0352,green,0.0748,yellow,0.0697,green,0.168,orange,0.2425,green,0.7398,yellow,0.0815,green,0.3706,yellow,0.257,orange,0.3057,orange,0.4641,red,0.0,orange,0.4799,orange,0.2895,red,0.109,yellow,0.3344,orange,0.0275,green,0.0375,red,0.8846,orange,0.0796,orange,0.0192,red,0.0705,yellow,0.2735,yellow,0.4858,orange,0.1843,green,0.1232,orange,0.2671,orange,0.1079,red,0.727,orange,0.7554,orange,0.951,green,0.1262,orange,0.0386,orange,0.2803,yellow,0.4868,yellow,0.5384,red,0.316,red,0.1167,green,0.0096,red,0.6759,orange,0.628,orange,0.5006,yellow,0.1249,orange,0.1071,orange
