id_municipio,SDG10_20_MINF_norm,SDG10_20_MINF_cor,SDG10_21_GRV_norm,SDG10_21_GRV_cor,SDG10_22_ADER_norm,SDG10_22_ADER_cor,SDG10_35_VLC_LGBT_norm,SDG10_35_VLC_LGBT_cor,SDG10_3_RZHOM_norm,SDG10_3_RZHOM_cor,SDG11_33_M_TRNS_norm,SDG11_33_M_TRNS_cor,SDG12_2_RSD_SLD_norm,SDG12_2_RSD_SLD_cor,SDG13_2_CO2_norm,SDG13_2_CO2_cor,SDG13_6_TRNS_SL_norm,SDG13_6_TRNS_SL_cor,SDG15_2_FLOR_norm,SDG15_2_FLOR_cor,SDG16_1_OB_HM_norm,SDG16_1_OB_HM_cor,SDG16_3_M_ARM_FG_norm,SDG16_3_M_ARM_FG_cor,SDG16_4_TX_HMC_norm,SDG16_4_TX_HMC_cor,SDG17_1_INVST_PB_norm,SDG17_1_INVST_PB_cor,SDG17_3_P_RC_TRB_norm,SDG17_3_P_RC_TRB_cor,SDG1_1_P_F_CU_norm,SDG1_1_P_F_CU_cor,SDG2_1_OBS_INF_norm,SDG2_1_OBS_INF_cor,SDG2_2_P_NV_BPN_norm,SDG2_2_P_NV_BPN_cor,SDG2_3_DSNT_INF_norm,SDG2_3_DSNT_INF_cor,SDG3_13_SCD_norm,SDG3_13_SCD_cor,SDG3_15_T_M_INF_norm,SDG3_15_T_M_INF_cor,SDG3_16_M_MAT_norm,SDG3_16_M_MAT_cor,SDG3_17_T_M_5A_norm,SDG3_17_T_M_5A_cor,SDG3_18_T_M_NT_norm,SDG3_18_T_M_NT_cor,SDG3_19_T_M_AIDS_norm,SDG3_19_T_M_AIDS_cor,SDG3_1_C_VCN_norm,SDG3_1_C_VCN_cor,SDG3_22_T_M_DC_norm,SDG3_22_T_M_DC_cor,SDG3_27_DSP_SAU_norm,SDG3_27_DSP_SAU_cor,SDG3_29_SF_norm,SDG3_29_SF_cor,SDG3_2_INC_DNG_norm,SDG3_2_INC_DNG_cor,SDG3_32_UBS_norm,SDG3_32_UBS_cor,SDG3_3_HPT_norm,SDG3_3_HPT_cor,SDG3_3_P_NV_7PN_norm,SDG3_3_P_NV_7PN_cor,SDG3_6_ID_MD_M_norm,SDG3_6_ID_MD_M_cor,SDG3_8_GRV_norm,SDG3_8_GRV_cor,SDG3_9_INC_TRB_norm,SDG3_9_INC_TRB_cor,SDG4_13_P_E_ACS_norm,SDG4_13_P_E_ACS_cor,SDG4_14B_P_E_AEE_norm,SDG4_14B_P_E_AEE_cor,SDG4_18_D_SUP_EI_norm,SDG4_18_D_SUP_EI_cor,SDG4_19_D_SUP_EF_norm,SDG4_19_D_SUP_EF_cor,SDG4_1_P_EF_INT_norm,SDG4_1_P_EF_INT_cor,SDG4_26_R_M_D_PE_norm,SDG4_26_R_M_D_PE_cor,SDG4_27_R_M_D_EF_norm,SDG4_27_R_M_D_EF_cor,SDG4_3_TDI_EF_RP_norm,SDG4_3_TDI_EF_RP_cor,SDG4_4_PCT_CRECHE_norm,SDG4_4_PCT_CRECHE_cor,SDG4_7_FR_E_4A17_AJ_norm,SDG4_7_FR_E_4A17_AJ_cor,SDG5_6_RND_GEN_norm,SDG5_6_RND_GEN_cor,SDG5_8_TX_FMNC_norm,SDG5_8_TX_FMNC_cor,SDG6_1_IN_DRSAI_norm,SDG6_1_IN_DRSAI_cor,SDG6_4_PRD_AG_norm,SDG6_4_PRD_AG_cor,SDG6_6_SERV_AG_norm,SDG6_6_SERV_AG_cor,SDG8_9_T_OCUP_FORM_norm,SDG8_9_T_OCUP_FORM_cor,SDG9_1_INFRA_norm,SDG9_1_INFRA_cor,SDG9_2_EMP_INT_norm,SDG9_2_EMP_INT_cor
4202081,0.2971,red,0.4296,red,0.3428,yellow,0.0,red,0.3497,yellow,0.0342,red,0.2368,yellow,0.12,red,0.2978,red,0.0468,yellow,0.0939,yellow,0.1136,yellow,0.0745,green,0.2341,yellow,0.0181,red,0.4911,red,0.3639,red,0.3755,yellow,0.442,red,0.8994,red,0.4783,red,0.0,orange,0.5005,red,0.2311,orange,0.0,green,0.5454,green,0.7443,red,0.4976,green,1.0,green,0.0467,orange,0.2511,yellow,0.2398,red,0.0754,green,0.6398,green,0.3437,orange,0.0233,green,0.9479,green,0.3699,green,0.3412,red,0.5575,red,0.9612,green,0.0759,red,0.0244,orange,0.2816,yellow,0.3314,orange,0.9523,yellow,0.5407,green,0.0,green,0.0128,orange,0.7184,red,0.3897,red,0.1474,red,0.0273,red,0.0166,red
4202099,0.1854,yellow,0.403,orange,0.4609,orange,0.0,red,0.9099,red,0.0794,orange,0.1249,red,0.1172,red,0.1729,yellow,0.0422,yellow,0.0,green,0.0,green,0.2705,red,0.5669,green,0.0038,red,0.5693,orange,0.3899,red,0.7301,red,0.2846,orange,0.9647,red,0.1599,green,0.0,orange,0.1673,green,0.0,green,0.0,green,0.339,orange,0.5704,red,0.6407,green,1.0,green,0.1977,orange,0.825,green,0.2317,orange,0.2377,yellow,0.6339,green,0.4831,red,0.0,green,0.6529,green,0.4392,green,0.7469,orange,0.8259,yellow,0.9612,green,0.0076,red,0.0003,red,0.0234,green,0.2477,red,0.9355,yellow,0.4754,yellow,0.529,red,0.0504,yellow,0.5893,orange,0.1199,red,0.0887,red,0.2567,yellow,0.0596,red
4202107,0.2277,orange,0.3283,yellow,0.305,green,0.1429,red,0.4196,orange,0.1357,yellow,0.3848,green,0.0157,green,0.4568,red,0.0036,red,0.5748,red,0.5485,red,0.6648,red,0.2532,yellow,0.479,green,0.6574,yellow,0.1524,yellow,0.3925,yellow,0.292,orange,0.2845,orange,0.3243,yellow,0.0,orange,0.3258,yellow,0.2106,orange,0.512,red,0.3083,orange,0.3284,yellow,0.2295,orange,1.0,green,0.3124,red,0.1055,red,0.1004,yellow,0.3434,orange,0.3316,red,0.3427,orange,0.4533,red,0.4744,yellow,0.1176,red,0.5737,red,0.7048,orange,0.9193,orange,0.2641,green,0.0485,yellow,0.4725,orange,0.4878,yellow,0.9533,yellow,0.4436,yellow,0.3123,red,0.0076,red,0.5569,yellow,0.9624,green,0.3505,yellow,0.135,orange,0.1427,orange
4202131,0.1618,yellow,0.1241,green,0.0776,green,0.0,red,0.3174,green,0.0856,orange,0.2201,yellow,0.0967,red,0.3737,red,0.1044,green,0.191,orange,0.235,red,0.2287,orange,0.1454,orange,0.035,red,0.9509,green,0.3555,red,0.613,red,0.3385,orange,0.2542,yellow,0.4318,orange,0.0,orange,0.4477,orange,0.183,yellow,0.099,yellow,0.3706,orange,0.3837,orange,0.2375,orange,0.7873,red,0.003,green,0.616,green,0.021,green,0.1634,green,0.4316,orange,0.4678,red,0.0716,yellow,0.3566,orange,0.2105,yellow,0.8975,green,0.9053,green,0.9211,orange,0.0161,red,0.0269,orange,0.1274,green,0.336,orange,0.9298,yellow,0.7523,green,0.1447,green,0.007,red,0.692,red,0.0765,red,0.0555,red,0.3074,green,0.0294,red
4202156,0.0868,green,0.5267,red,0.8655,red,0.0,red,0.2475,green,0.0382,red,0.279,green,0.0779,orange,0.2593,orange,0.0253,yellow,0.0926,yellow,0.1343,orange,0.1746,yellow,0.2101,yellow,0.0327,red,0.6498,yellow,0.1476,yellow,0.538,red,0.2492,orange,0.1814,green,0.6791,red,0.0,orange,0.7107,red,0.3677,red,0.0,green,0.4918,yellow,0.5813,red,0.4356,green,1.0,green,0.6628,red,0.2107,yellow,0.7864,red,0.1666,green,0.5452,yellow,0.5046,red,0.1379,orange,0.3156,orange,0.467,green,0.9329,green,0.8562,yellow,0.9379,yellow,0.1959,yellow,0.0353,orange,0.5187,orange,0.2991,red,0.8924,yellow,1.0,green,0.0,green,0.2415,green,0.5878,orange,0.4751,orange,0.1103,red,0.2496,yellow,0.0442,red
4202206,0.1529,green,0.3368,yellow,0.502,orange,0.0,red,0.4049,yellow,0.0516,red,0.0522,red,0.0188,green,0.2368,orange,0.0606,green,0.0465,green,0.1622,orange,0.1064,yellow,0.1049,red,0.1498,yellow,0.6795,yellow,0.1279,yellow,0.3367,green,0.1743,yellow,0.4229,red,0.3744,orange,0.0,orange,0.4748,orange,0.2664,red,0.1692,yellow,0.2354,red,0.4495,orange,0.149,red,1.0,green,0.0196,orange,0.2077,yellow,0.0286,green,0.0716,green,0.5728,yellow,0.2642,yellow,0.1659,red,0.0425,red,0.0519,red,0.5733,red,0.6589,red,0.3241,red,0.0215,red,0.0055,red,0.3341,yellow,0.3282,orange,0.5368,red,0.3443,red,0.1845,yellow,0.0109,red,0.4292,green,0.3333,red,0.4555,yellow,0.2723,green,0.1827,yellow
4202305,0.2505,red,0.366,orange,0.3597,yellow,0.0724,red,0.4309,orange,0.0965,orange,0.1833,orange,0.0,green,0.1256,green,0.0061,red,0.2695,red,0.301,red,0.3264,red,0.0324,red,0.346,green,0.7816,green,0.1919,orange,0.3876,yellow,0.3308,orange,0.1712,green,0.2929,yellow,0.0668,orange,0.3593,yellow,0.1793,yellow,0.4973,red,0.0906,red,0.3817,orange,0.2464,orange,0.9825,orange,0.1393,orange,0.0951,red,0.1816,orange,0.4872,red,0.3531,red,0.3066,yellow,0.3531,red,0.3324,orange,0.065,red,0.7575,orange,0.7551,orange,0.828,red,0.1475,yellow,0.0626,yellow,0.9352,red,0.3101,red,0.3947,red,0.3903,orange,0.201,yellow,0.0106,red,0.5259,yellow,0.9757,green,0.3323,orange,0.202,yellow,0.3272,green
4202404,0.1918,orange,0.3711,orange,0.4061,orange,0.0081,red,0.4628,orange,0.1148,orange,0.1823,orange,0.0014,green,0.1591,yellow,0.0022,red,0.1441,orange,0.134,orange,0.1756,orange,0.1512,orange,0.495,green,0.5955,orange,0.0897,green,0.4667,orange,0.2688,orange,0.2198,yellow,0.3225,yellow,0.0744,orange,0.3599,yellow,0.1929,orange,0.3641,red,0.2765,red,0.1102,green,0.3473,yellow,0.6089,red,0.7137,red,0.0907,red,0.1439,orange,0.2922,yellow,0.5046,orange,0.1863,green,0.2407,red,0.3599,orange,0.1184,red,0.625,red,0.8012,yellow,0.9101,orange,0.1341,orange,0.0455,yellow,0.4817,orange,0.5494,green,0.3459,red,0.3589,orange,0.1964,yellow,0.0157,orange,0.4096,green,0.9875,green,0.649,green,0.217,yellow,0.5528,green
4202438,0.2928,red,0.3333,yellow,0.2548,green,0.0,red,0.4231,orange,0.5297,green,0.1553,orange,0.1493,red,0.3387,red,0.1746,green,0.0,green,0.0,green,0.0,green,0.349,green,0.0319,red,0.8533,green,0.3646,red,0.3434,green,0.41,red,0.4563,red,0.7696,red,0.0,orange,0.9162,red,0.4698,red,0.18,yellow,0.1205,red,0.3961,orange,0.331,yellow,0.9978,yellow,0.0021,green,0.233,yellow,0.0382,green,0.3956,orange,0.4294,orange,0.6769,red,0.0423,green,0.2238,red,0.2243,yellow,0.6374,red,0.6669,red,0.6376,red,0.0822,red,0.0256,orange,0.911,red,0.4001,orange,0.8537,orange,0.6247,green,0.4354,red,0.015,orange,0.3767,green,0.2891,red,0.1515,red,0.098,red,0.0453,red
4202453,0.2171,orange,0.3494,yellow,0.3768,yellow,0.0913,red,0.5064,red,0.0211,red,1.0,green,0.0041,green,0.0206,green,0.0023,red,0.1426,orange,0.0619,yellow,0.1706,yellow,0.5799,green,1.0,green,0.7245,yellow,0.1535,yellow,0.3325,green,0.2597,orange,0.1824,green,0.2733,yellow,0.0736,orange,0.3133,yellow,0.1186,green,0.2091,orange,0.1252,red,0.0408,green,0.4573,green,0.9892,orange,0.344,red,0.1606,orange,0.2617,red,0.3428,orange,0.3162,red,0.2695,yellow,0.2277,red,0.4347,yellow,0.1086,red,0.508,red,0.7974,yellow,0.9112,orange,0.1516,yellow,0.0906,green,0.2133,green,0.579,green,0.8987,yellow,0.5532,green,0.1199,green,0.0096,red,0.3094,green,0.8839,green,0.522,green,0.7732,green,0.0966,orange
4202503,0.0688,green,0.2901,green,0.3252,yellow,0.1015,red,0.3375,green,0.2642,green,0.2714,green,0.0874,orange,0.0721,green,0.517,green,0.1423,orange,0.166,orange,0.2571,orange,0.494,green,0.117,orange,0.9555,green,0.2752,red,0.5842,red,0.749,red,0.1425,green,0.8512,red,0.0,orange,0.9745,red,0.3633,red,0.0,green,0.2194,red,0.35,yellow,0.2854,yellow,0.9926,orange,0.0009,green,0.0983,red,0.0,green,0.6556,red,0.4752,orange,0.6641,red,0.0345,green,0.3173,orange,0.259,yellow,0.6444,red,0.3284,red,0.9482,green,0.0635,red,0.0166,red,0.7845,red,0.2367,red,0.5862,red,0.487,yellow,0.2684,orange,0.0121,orange,0.5832,orange,0.5321,orange,0.2063,orange,0.109,red,0.0754,red
4202537,0.1505,green,0.5025,red,0.3025,green,0.0,red,0.496,red,0.3012,green,0.0981,red,0.034,yellow,0.0748,green,0.006,red,0.3688,red,0.5026,red,0.4102,red,0.3914,green,0.0285,red,0.7408,yellow,0.5304,red,1.0,red,0.7992,red,0.3086,orange,0.2265,green,0.0,orange,0.237,green,0.0938,green,0.2234,orange,0.5795,green,0.2186,green,0.4017,yellow,1.0,green,0.721,red,0.191,orange,0.1615,orange,0.4634,red,0.3354,red,0.5514,red,0.0497,green,0.4214,yellow,0.0,red,0.7356,orange,0.7621,orange,0.9223,yellow,0.2562,green,0.0936,green,0.6399,red,0.2041,red,0.8018,orange,0.5466,green,0.3998,red,0.0146,orange,0.7396,red,0.5788,orange,0.2422,orange,0.2124,yellow,0.0093,red
4202578,0.18,yellow,0.3042,yellow,0.7965,red,0.0,red,0.3754,yellow,0.1358,yellow,0.17,orange,0.0696,orange,0.1939,yellow,0.0153,orange,0.0,green,0.0,green,0.0,green,0.7247,green,0.2781,green,0.5994,orange,0.2948,red,0.2305,green,0.0192,green,0.6254,red,0.1199,green,0.0,orange,0.1255,green,0.0938,green,0.0,green,0.3377,orange,0.1821,green,0.5764,green,0.8117,red,0.0854,orange,0.2802,green,0.0911,yellow,0.1746,green,0.8294,green,0.2388,green,0.0,green,0.4504,yellow,0.6404,green,0.9266,green,0.8983,green,0.9482,green,0.2766,green,0.0769,yellow,0.149,green,0.511,yellow,0.9952,green,0.6253,green,0.4105,red,0.0604,yellow,0.5683,yellow,0.3671,red,0.1205,red,0.4896,green,0.0433,red
4202602,0.2467,red,0.3456,yellow,0.4363,orange,0.0,red,0.5496,red,0.2806,green,0.2262,yellow,0.1001,red,0.2734,orange,0.1635,green,0.5928,red,0.6117,red,0.6038,red,0.049,red,0.1805,yellow,0.7893,green,0.1127,yellow,0.5039,orange,0.4709,red,0.1429,green,0.5602,red,0.0,orange,0.5812,red,0.2892,red,0.0656,yellow,0.2702,red,0.3379,yellow,0.164,red,0.9617,orange,0.0038,green,0.1256,red,0.1161,yellow,0.2936,yellow,0.3263,red,0.7062,red,0.1393,orange,0.1395,red,0.3683,green,0.8173,yellow,0.7242,orange,0.5191,red,0.0694,red,0.0188,red,0.9837,red,0.3268,orange,0.2476,red,0.5288,yellow,0.0901,green,0.236,green,0.5407,yellow,0.7613,yellow,0.2715,orange,0.0458,red,0.1185,orange
4202701,0.1414,green,0.6127,red,0.3354,yellow,0.0,red,0.3026,green,0.0892,orange,0.2136,yellow,0.0235,yellow,0.1665,yellow,0.1226,green,0.1517,orange,0.0691,yellow,0.1355,yellow,0.3194,yellow,0.0945,orange,0.2936,red,0.1577,orange,0.3345,green,0.239,orange,0.2641,yellow,0.3738,orange,0.0,orange,0.39,orange,0.1388,yellow,0.3533,red,0.4816,yellow,0.3358,yellow,0.2798,yellow,1.0,green,0.0414,orange,0.2897,green,0.349,red,0.1357,green,0.5085,orange,0.1686,green,0.1976,red,0.3613,orange,0.0949,red,0.489,red,0.5745,red,0.7541,red,0.1554,yellow,0.0222,red,0.405,orange,0.4237,orange,0.8602,yellow,0.329,red,0.0574,green,0.0149,orange,0.5362,yellow,0.1259,red,0.7467,green,0.0613,red,0.3734,green
4202800,0.1899,yellow,0.3415,yellow,0.5289,red,0.0,red,0.3678,yellow,0.1577,yellow,0.1885,yellow,0.0369,yellow,0.1256,green,0.0045,red,0.0937,yellow,0.0861,yellow,0.1346,yellow,0.0899,red,0.2917,green,0.7134,yellow,0.3002,red,0.3592,green,0.2898,orange,0.4069,red,0.4023,orange,0.0388,orange,0.4017,orange,0.2284,orange,0.2467,orange,0.3066,orange,0.1997,green,0.1455,red,0.9056,orange,0.073,orange,0.1965,orange,0.0924,yellow,0.2843,yellow,0.3296,red,0.3213,yellow,0.1693,red,0.2913,orange,0.1353,orange,0.7862,orange,0.7648,orange,0.9057,orange,0.1032,orange,0.7635,green,0.4628,orange,0.7344,green,0.4799,red,0.3568,orange,0.2496,orange,0.0688,green,0.6377,orange,0.6,orange,0.6485,green,0.1207,orange,0.3841,green
4202859,0.1901,yellow,0.4213,red,0.5737,red,0.0,red,0.3944,yellow,0.0635,red,0.1421,orange,0.0463,yellow,0.2097,orange,0.0196,orange,0.0,green,0.0,green,0.0,green,0.1813,orange,0.1195,orange,0.4384,red,0.0416,green,0.3922,yellow,0.2647,orange,0.366,orange,0.351,orange,0.4151,red,0.5522,red,0.1396,yellow,0.0,green,0.4823,yellow,0.6519,red,0.3337,yellow,1.0,green,0.0045,green,0.3653,green,0.0359,green,0.1254,green,0.6548,green,0.3866,orange,0.1823,red,0.2913,orange,0.2618,yellow,0.9097,green,0.8048,yellow,0.9223,yellow,0.1101,orange,0.0183,red,0.4561,orange,0.5401,yellow,0.9597,green,0.4119,orange,0.2443,orange,0.0055,red,0.3814,green,0.9231,green,0.5714,green,0.0889,red,0.2024,yellow
4202875,0.0517,green,0.2234,green,0.2327,green,0.0,red,0.3106,green,0.427,green,0.2148,yellow,0.1392,red,0.1829,yellow,0.0675,green,0.2173,red,0.2848,red,0.1869,orange,0.4113,green,0.0227,red,0.7352,yellow,0.1072,yellow,0.305,green,0.4921,red,0.3683,red,0.5923,red,0.0,orange,0.6198,red,0.2559,orange,0.0,green,0.501,yellow,0.487,orange,0.5284,green,1.0,green,0.0074,yellow,0.5405,green,0.0,green,0.4532,red,0.5928,yellow,0.5859,red,0.1189,orange,0.1873,red,0.4683,green,0.3272,red,0.5084,red,0.9482,green,0.0238,red,0.0049,red,0.4037,orange,0.426,yellow,0.9609,green,0.4688,yellow,0.0,green,0.0281,yellow,0.3305,green,0.7341,yellow,0.176,red,0.4109,green,0.0235,red
4202909,0.2074,orange,0.3691,orange,0.3779,yellow,0.0087,red,0.4976,red,0.1286,orange,0.2568,yellow,0.0043,green,0.2876,orange,0.0031,red,0.0712,yellow,0.0758,yellow,0.0881,green,0.0717,red,0.3479,green,0.7474,green,0.1319,yellow,0.3608,green,0.1984,yellow,0.2172,yellow,0.2728,yellow,0.0784,orange,0.2681,green,0.1526,yellow,0.2766,orange,0.3745,orange,0.15,green,0.1997,orange,0.7995,red,0.2212,red,0.0799,red,0.1553,orange,0.2242,yellow,0.4317,orange,0.2054,green,0.2268,red,0.4407,yellow,0.2069,yellow,0.643,red,0.6872,red,0.9349,yellow,0.1689,yellow,0.0481,yellow,0.476,orange,0.4953,yellow,0.3984,red,0.3345,red,0.131,green,0.019,orange,0.4655,yellow,0.9588,green,0.6632,green,0.2067,yellow,0.3886,green
4203006,0.2484,red,0.2377,green,0.2661,green,0.0054,red,0.3847,yellow,0.1715,yellow,0.1119,red,0.0133,green,0.2655,orange,0.0122,orange,0.1959,orange,0.1345,orange,0.2584,orange,0.0617,red,0.2463,green,0.5138,red,0.0552,green,0.4747,orange,0.1994,yellow,0.2445,yellow,0.3977,orange,0.0571,orange,0.4329,orange,0.2198,orange,0.2277,orange,0.2855,red,0.265,yellow,0.1036,red,0.5449,red,0.0048,green,0.0091,red,0.0933,yellow,0.2202,yellow,0.3392,red,0.5548,red,0.0752,yellow,0.4661,yellow,0.3095,green,0.6871,orange,0.8412,yellow,0.9132,orange,0.1587,yellow,0.0266,orange,0.6888,red,0.2742,red,0.3594,red,0.2668,red,0.2195,yellow,0.0113,red,0.7715,red,0.8446,yellow,0.5847,green,0.133,orange,0.4577,green
4203105,0.1919,orange,0.5796,red,0.4333,orange,0.0,red,0.4926,red,0.2568,green,0.162,orange,0.0866,orange,0.3041,red,0.0193,orange,0.1961,orange,0.2305,red,0.1889,orange,0.0435,red,0.296,green,0.5597,orange,0.6895,red,0.3811,yellow,0.1019,green,0.3726,red,0.1552,green,0.0,orange,0.1624,green,0.1213,green,0.2047,orange,0.3609,orange,0.3946,orange,0.2698,yellow,1.0,green,0.3633,red,0.1982,yellow,0.3728,red,0.1381,green,0.731,green,0.3483,orange,0.097,orange,0.3076,orange,0.136,orange,0.8232,yellow,0.8577,yellow,0.9482,green,0.0936,orange,0.033,orange,0.3006,yellow,0.5261,yellow,0.9656,green,0.306,red,0.1933,yellow,0.0658,green,0.1926,green,0.6788,orange,0.3504,yellow,0.0979,red,0.2742,yellow
4203154,0.0807,green,0.1101,green,0.236,green,0.0,red,0.0,green,0.2347,green,0.1134,red,0.1182,red,0.242,orange,0.1975,green,0.2643,red,0.2141,red,0.2794,red,0.5572,green,0.0254,red,0.6806,yellow,0.0383,green,0.639,red,0.2747,orange,0.335,orange,0.908,red,0.0,orange,1.0,red,0.4395,red,0.1889,yellow,0.1951,red,0.3527,yellow,0.402,yellow,1.0,green,0.0,green,0.5977,green,0.0787,yellow,0.4636,red,0.0,red,0.8105,red,0.1299,orange,0.5631,green,0.4342,green,0.5895,red,0.5875,red,0.4823,red,0.2481,green,0.0255,orange,0.8189,red,0.3057,red,0.939,yellow,0.4683,yellow,0.1797,yellow,0.0215,orange,0.8076,red,0.6915,yellow,0.305,orange,0.5668,green,0.0145,red
4203204,0.213,orange,0.2918,green,0.4753,orange,0.0025,red,0.4208,orange,0.0417,red,0.2717,green,0.0014,green,0.13,green,0.0037,red,0.4402,red,0.4894,red,0.5651,red,0.0243,red,0.4373,green,0.7932,green,0.2492,orange,0.3359,green,0.4143,red,0.134,green,0.3679,orange,0.1268,red,0.4201,orange,0.2462,orange,0.7605,red,0.1798,red,0.0654,green,0.0,red,0.6633,red,0.2089,red,0.0223,red,0.1037,yellow,0.5084,red,0.0762,red,0.3665,orange,0.4741,red,0.6056,green,0.0788,red,0.5286,red,0.6366,red,0.8476,red,0.3035,green,0.1096,green,0.855,red,0.3374,orange,0.5078,red,0.6925,green,0.1529,green,0.0072,red,0.3675,green,0.9759,green,0.1767,red,0.3276,green,0.1426,orange
4203253,0.3469,red,0.3184,yellow,0.346,yellow,0.0,red,0.4837,orange,1.0,green,0.4152,green,0.4774,red,0.3062,red,1.0,green,0.0945,yellow,0.2709,red,0.1777,orange,0.4083,green,0.2632,green,0.7733,green,0.033,green,0.739,red,0.0366,green,0.3679,red,0.5232,red,0.0,orange,0.7301,red,0.2727,red,0.2495,orange,0.312,orange,0.7157,red,0.5133,green,0.2468,red,0.0028,green,0.1924,orange,0.0259,green,0.3951,orange,0.4332,orange,0.6341,red,0.0,green,0.3019,orange,0.1708,orange,0.9666,green,0.9438,green,0.9094,orange,0.2473,green,0.0114,red,0.8308,red,0.3051,red,0.958,yellow,0.7724,green,0.1177,green,0.0304,yellow,0.5277,yellow,0.4275,red,0.4143,yellow,0.3677,green,0.0,red
4203303,0.1793,yellow,0.2804,green,0.4056,yellow,0.0,red,0.4229,orange,0.1888,yellow,0.1126,red,0.0448,yellow,0.4068,red,0.0575,green,0.0852,yellow,0.0298,green,0.097,yellow,0.1146,red,0.2148,yellow,0.6355,orange,0.1012,yellow,0.3817,yellow,0.2033,yellow,0.3325,orange,0.2619,green,0.0,orange,0.4077,orange,0.1646,yellow,0.0526,yellow,0.4465,yellow,0.4704,orange,0.1823,orange,0.623,red,0.0193,yellow,0.1614,orange,0.0442,green,0.2096,yellow,0.4901,orange,0.4387,red,0.0678,yellow,0.4569,yellow,0.2305,yellow,0.7988,yellow,0.7418,orange,0.9435,yellow,0.1342,orange,0.0633,yellow,0.2375,yellow,0.3587,orange,0.8989,yellow,0.3527,orange,0.2217,yellow,0.0141,orange,0.4361,green,0.8821,green,0.7757,green,0.1954,yellow,1.0,green
4203402,0.1321,green,0.2953,green,0.2787,green,0.0,red,0.4654,orange,0.0721,red,0.162,orange,0.1036,red,0.3098,red,0.1899,green,0.149,orange,0.1006,yellow,0.2654,orange,0.0149,red,0.088,orange,0.746,green,0.1091,yellow,0.5794,red,0.3972,red,0.265,yellow,0.4459,red,0.0,orange,0.4599,orange,0.279,red,0.265,orange,0.2398,red,0.4342,orange,0.2685,yellow,1.0,green,0.0015,green,0.1208,red,0.0184,green,0.3189,orange,0.548,yellow,0.5555,red,0.0514,yellow,0.1217,red,0.1639,orange,0.8169,yellow,0.6777,red,0.0711,red,0.0454,red,0.004,red,0.5491,red,0.2923,red,0.931,yellow,0.4563,yellow,0.3431,red,0.2293,green,0.3472,green,0.7154,yellow,0.2702,orange,0.0085,red,0.0673,red
4203501,0.138,green,0.4028,orange,0.1901,green,0.0,red,0.3286,green,0.1437,yellow,0.152,orange,0.0642,orange,0.0912,green,0.0303,yellow,0.2311,red,0.1532,orange,0.3643,red,0.1583,orange,0.325,green,0.7647,green,0.1604,orange,0.4183,yellow,0.238,orange,0.3027,orange,0.537,red,0.0,orange,0.5627,red,0.304,red,0.2039,orange,0.358,orange,0.3949,orange,0.2803,yellow,1.0,green,0.2736,red,0.2022,yellow,0.216,orange,0.2876,yellow,0.382,red,0.5801,red,0.0567,yellow,0.4621,yellow,0.1223,red,0.7094,orange,0.8242,yellow,0.8835,red,0.131,orange,0.0503,yellow,0.2164,green,0.546,yellow,0.9451,yellow,0.4906,yellow,0.3949,red,0.183,green,0.5381,yellow,0.884,green,0.3347,orange,0.1153,red,0.2818,green
4203600,0.185,yellow,0.3762,orange,0.3616,yellow,0.0,red,0.52,red,0.2208,green,0.2266,yellow,0.0533,yellow,0.1004,green,0.0298,yellow,0.1741,orange,0.236,red,0.2377,orange,0.1094,red,0.1887,yellow,0.4608,red,0.1527,yellow,0.4346,orange,0.3038,orange,0.2394,yellow,0.3761,orange,0.0431,orange,0.4545,orange,0.2171,orange,0.3113,orange,0.228,red,0.4415,orange,0.3282,yellow,0.6905,red,0.014,yellow,0.1656,orange,0.0884,yellow,0.6654,red,0.4169,orange,0.5388,red,0.1308,orange,0.3034,orange,0.1062,red,0.7936,yellow,0.7918,yellow,0.7697,red,0.0972,orange,0.0234,orange,0.6536,red,0.4506,yellow,0.5619,red,0.3405,red,0.3074,red,0.0534,yellow,0.6511,orange,0.9571,green,0.4996,yellow,0.1328,orange,0.2882,green
4203709,0.2016,orange,0.3249,yellow,0.342,yellow,0.0,red,0.4226,orange,0.1288,yellow,0.1574,orange,0.0166,green,0.4554,red,0.0161,orange,0.1944,orange,0.1783,orange,0.2712,red,0.1837,orange,0.1221,orange,0.8762,green,0.2219,orange,0.3029,green,0.4131,red,0.186,green,0.3571,orange,0.0,orange,0.3018,yellow,0.1404,yellow,0.2014,orange,0.31,orange,0.3658,orange,0.181,orange,0.9833,orange,0.0673,orange,0.3648,green,0.2186,orange,0.6094,red,0.3774,red,0.5193,red,0.3861,red,0.2237,red,0.1335,orange,0.2951,red,0.5201,red,0.8121,red,0.0708,red,0.0132,red,0.6862,red,0.3859,orange,0.2573,red,0.3728,orange,0.2483,orange,0.0083,red,0.6273,orange,0.7749,yellow,0.3182,orange,0.2779,green,0.0767,red
